208, -441, 501
195, -437, 484
167, -423, 472
162, -426, 520
165, -423, 537
173, -395, 581
187, -355, 576
197, -331, 488
197, -331, 488
220, -301, 516
191, -291, 640
131, -287, 665
127, -229, 717
127, -243, 752
106, -250, 839
62, -225, 944
62, -225, 944
70, -180, 1020
47, -172, 1227
34, -153, 1436
20, -142, 1456
50, -152, 1349
62, -173, 1436
49, -198, 1560
49, -198, 1560
68, -214, 1558
-,-,-
149, -519, 532
208, -481, 498
217, -467, 571
217, -467, 571
187, -480, 583
204, -461, 602
199, -485, 590
207, -482, 632
231, -466, 666
201, -493, 690
174, -550, 710
177, -576, 719
177, -576, 719
193, -556, 720
212, -511, 694
203, -507, 683
190, -518, 755
183, -470, 786
168, -431, 742
152, -367, 682
152, -367, 682
157, -336, 689
124, -363, 782
79, -355, 832
43, -320, 834
19, -266, 810
37, -205, 863
37, -205, 863
46, -157, 1000
54, -136, 1075
43, -130, 1073
2, -183, 1162
-12, -247, 1192
14, -261, 1225
59, -232, 1348
59, -232, 1348
140, -138, 1430
-,-,-
160, -388, 521
193, -402, 527
208, -426, 552
215, -453, 600
219, -451, 598
219, -451, 598
202, -473, 525
182, -491, 485
188, -501, 483
195, -490, 505
226, -454, 526
255, -420, 521
293, -401, 515
293, -401, 515
271, -396, 517
250, -368, 528
193, -405, 564
165, -410, 534
214, -392, 551
214, -382, 618
205, -339, 555
188, -287, 460
188, -287, 460
187, -286, 459
140, -356, 620
109, -369, 679
69, -358, 681
67, -305, 615
133, -279, 739
152, -229, 912
152, -229, 912
144, -154, 1065
121, -137, 1259
91, -156, 1395
49, -190, 1495
3, -190, 1566
-5, -179, 1751
1, -131, 1886
1, -131, 1886
-,-,-
147, -358, 543
173, -386, 551
182, -409, 565
182, -409, 565
183, -436, 568
183, -444, 587
207, -447, 584
236, -438, 568
253, -470, 591
262, -487, 633
244, -481, 639
201, -482, 622
201, -482, 622
180, -457, 606
185, -431, 594
213, -406, 601
203, -392, 593
166, -394, 571
143, -392, 531
171, -402, 572
171, -402, 572
205, -373, 720
232, -327, 766
243, -328, 776
227, -376, 774
203, -414, 826
194, -398, 816
219, -285, 827
226, -197, 947
226, -197, 947
233, -171, 1094
201, -111, 1194
173, -56, 1177
176, -26, 1131
217, -39, 1171
205, -78, 1235
160, -132, 1291
-,-,-
223, -385, 589
240, -372, 543
229, -404, 506
217, -446, 532
219, -494, 475
211, -503, 510
202, -510, 542
202, -510, 542
214, -474, 593
251, -458, 599
232, -476, 625
239, -458, 626
223, -455, 669
222, -462, 698
218, -457, 698
205, -447, 653
205, -447, 653
208, -452, 611
196, -466, 609
177, -471, 652
170, -460, 653
183, -421, 618
207, -417, 650
203, -384, 643
203, -384, 643
175, -369, 638
168, -366, 670
174, -359, 695
168, -344, 768
167, -299, 812
165, -235, 843
180, -199, 853
161, -197, 907
161, -197, 907
125, -234, 983
73, -252, 1032
65, -183, 1134
72, -118, 1370
52, -102, 1551
-22, -94, 1498
-,-,-
170, -421, 554
203, -395, 544
202, -427, 505
193, -469, 527
195, -507, 526
195, -547, 555
195, -547, 555
188, -546, 589
184, -574, 616
195, -589, 669
177, -573, 699
168, -527, 700
162, -467, 656
189, -407, 643
189, -407, 628
212, -370, 628
202, -365, 621
201, -412, 591
180, -491, 596
163, -519, 580
175, -489, 582
199, -408, 590
227, -325, 580
227, -325, 580
242, -285, 640
175, -332, 782
94, -353, 831
52, -339, 847
61, -291, 863
105, -206, 816
105, -206, 816
133, -142, 930
70, -154, 1164
41, -119, 1269
76, -76, 1307
106, -102, 1361
91, -209, 1446
45, -208, 1506
-,-,-
153, -401, 527
155, -429, 512
165, -439, 454
173, -456, 457
166, -473, 429
166, -473, 429
180, -464, 432
198, -437, 481
238, -415, 503
210, -477, 470
163, -509, 478
150, -517, 530
172, -499, 607
172, -499, 607
191, -488, 659
186, -493, 692
177, -471, 682
138, -482, 692
117, -471, 696
133, -443, 729
138, -439, 792
123, -406, 805
123, -406, 805
105, -356, 770
98, -312, 787
96, -300, 802
76, -317, 830
20, -350, 865
20, -350, 865
-25, -396, 930
-8, -370, 1012
63, -262, 1037
127, -113, 1014
165, -21, 1096
149, -99, 1250
94, -112, 1381
-,-,-
162, -400, 645
197, -401, 680
199, -428, 642
192, -462, 625
184, -472, 611
184, -472, 611
162, -493, 592
126, -514, 607
129, -485, 609
156, -485, 562
157, -502, 535
171, -485, 529
197, -464, 528
197, -464, 528
247, -431, 550
284, -410, 550
255, -426, 572
186, -455, 612
145, -478, 633
159, -484, 574
219, -398, 615
237, -332, 634
237, -332, 634
201, -280, 564
178, -249, 489
172, -323, 488
178, -395, 549
133, -451, 556
73, -450, 534
14, -434, 608
14, -434, 608
21, -401, 793
73, -302, 969
129, -151, 1010
170, -21, 1050
189, 6, 1135
189, 6, 1135
136, -76, 1232
75, -165, 1315
36, -196, 1366
-,-,-
154, -354, 618
165, -360, 621
150, -380, 574
158, -375, 568
176, -394, 583
170, -413, 605
158, -429, 630
158, -429, 630
179, -438, 677
174, -498, 704
188, -509, 691
194, -515, 725
200, -504, 739
199, -487, 730
224, -457, 743
240, -442, 759
240, -442, 759
242, -419, 711
211, -433, 628
217, -403, 596
204, -422, 643
169, -433, 575
156, -372, 504
172, -345, 516
172, -345, 516
178, -371, 554
158, -378, 607
118, -352, 626
93, -268, 650
106, -184, 748
127, -180, 914
97, -154, 1060
97, -154, 1060
100, -100, 1131
126, -48, 1136
110, -44, 1353
70, -89, 1532
68, -113, 1562
60, -90, 1563
-,-,-
122, -354, 570
132, -333, 567
158, -328, 511
173, -317, 564
200, -333, 534
234, -344, 498
234, -344, 498
252, -389, 508
230, -399, 495
208, -441, 523
192, -452, 607
175, -453, 668
159, -418, 674
164, -362, 658
175, -346, 663
175, -346, 663
192, -380, 661
164, -429, 706
138, -441, 707
122, -423, 739
162, -382, 713
184, -372, 721
189, -332, 749
189, -332, 749
150, -284, 805
103, -235, 847
56, -222, 890
58, -185, 943
61, -173, 999
6, -212, 1095
6, -212, 1095
-55, -240, 1173
-65, -216, 1271
-34, -189, 1347
12, -176, 1383
65, -153, 1461
77, -167, 1535
-,-,-
153, -341, 515
165, -346, 526
166, -357, 510
168, -396, 477
174, -422, 509
179, -420, 550
186, -399, 554
176, -411, 581
171, -450, 587
171, -450, 587
175, -460, 566
181, -446, 558
208, -425, 581
227, -392, 610
204, -382, 610
183, -394, 614
196, -411, 595
196, -411, 595
199, -398, 563
196, -386, 548
182, -363, 572
172, -346, 582
136, -329, 582
96, -297, 590
77, -290, 642
77, -290, 642
83, -270, 726
106, -217, 875
124, -181, 908
115, -190, 843
122, -153, 874
125, -128, 984
125, -128, 984
111, -112, 1131
107, -98, 1178
133, -107, 1182
142, -146, 1263
113, -176, 1451
107, -178, 1632
-,-,-
170, -383, 522
219, -333, 481
225, -342, 426
225, -342, 426
221, -377, 404
232, -387, 477
241, -402, 485
238, -414, 517
227, -440, 521
191, -467, 499
160, -470, 476
160, -470, 476
154, -456, 507
177, -401, 534
182, -367, 554
182, -337, 581
199, -329, 610
173, -389, 637
163, -416, 641
139, -450, 655
139, -450, 655
118, -449, 713
106, -407, 832
100, -366, 918
115, -319, 1003
92, -299, 1088
65, -293, 1090
56, -245, 1142
29, -211, 1264
29, -211, 1264
8, -175, 1309
7, -162, 1259
28, -141, 1265
44, -125, 1320
-,-,-
136, -433, 544
136, -433, 544
122, -466, 573
123, -458, 622
140, -421, 577
143, -416, 547
151, -405, 508
184, -395, 512
194, -398, 523
220, -376, 504
220, -376, 504
209, -370, 493
210, -346, 493
209, -318, 487
198, -369, 491
207, -410, 530
220, -428, 595
189, -460, 640
189, -460, 640
128, -483, 648
68, -518, 645
43, -531, 711
44, -506, 854
57, -422, 960
65, -316, 907
65, -316, 907
62, -289, 837
60, -268, 883
71, -220, 961
118, -163, 1036
121, -124, 1125
100, -152, 1128
100, -152, 1128
108, -209, 1174
138, -256, 1320
-,-,-
210, -427, 544
226, -430, 518
216, -412, 508
232, -404, 498
243, -416, 484
262, -409, 458
254, -419, 456
238, -430, 487
238, -430, 487
214, -440, 514
157, -473, 499
128, -483, 495
139, -488, 520
160, -445, 530
156, -369, 537
127, -311, 565
112, -342, 659
112, -342, 659
114, -394, 789
129, -390, 887
149, -345, 800
193, -273, 723
248, -230, 801
251, -203, 965
231, -176, 956
231, -176, 956
177, -187, 918
126, -244, 1003
99, -322, 1135
89, -349, 1183
136, -236, 1147
132, -227, 1188
-,-,-
164, -422, 463
159, -369, 441
171, -394, 363
183, -431, 335
204, -439, 375
210, -482, 408
210, -482, 408
187, -536, 440
169, -550, 441
178, -545, 519
195, -524, 580
177, -505, 625
165, -481, 678
147, -514, 708
147, -514, 708
128, -523, 690
153, -518, 659
203, -486, 607
219, -436, 602
177, -442, 660
130, -454, 710
108, -431, 807
101, -407, 817
101, -407, 817
89, -368, 832
60, -353, 890
49, -286, 905
55, -266, 975
49, -297, 1024
31, -345, 1021
31, -345, 1021
17, -345, 1058
37, -365, 1168
48, -388, 1283
99, -378, 1356
-,-,-
146, -434, 609
164, -411, 604
167, -437, 539
164, -432, 519
185, -424, 493
185, -424, 493
205, -410, 475
235, -377, 485
258, -367, 499
274, -373, 505
245, -411, 453
213, -414, 449
209, -429, 506
209, -429, 506
206, -409, 550
203, -354, 589
199, -363, 625
206, -383, 647
183, -394, 677
140, -397, 664
116, -359, 637
106, -382, 712
106, -382, 712
108, -362, 829
84, -326, 915
43, -286, 907
4, -240, 911
-46, -261, 1021
-99, -313, 1110
-121, -336, 1142
-121, -336, 1142
-107, -335, 1197
-91, -313, 1335
-132, -288, 1424
-112, -233, 1376
-49, -241, 1382
-,-,-
185, -379, 616
237, -390, 591
183, -400, 611
165, -419, 593
167, -423, 556
160, -414, 568
160, -414, 568
145, -401, 566
137, -393, 549
162, -397, 509
173, -420, 462
187, -422, 481
218, -416, 496
215, -414, 507
187, -402, 514
187, -402, 514
149, -408, 535
126, -378, 590
147, -384, 613
157, -413, 645
157, -388, 659
138, -414, 704
122, -418, 731
122, -418, 731
131, -395, 800
179, -327, 755
224, -274, 771
216, -264, 881
149, -295, 945
99, -306, 969
70, -329, 1025
70, -329, 1025
66, -314, 1131
-,-,-
143, -380, 556
159, -351, 532
175, -368, 462
167, -380, 401
172, -364, 324
172, -364, 324
207, -362, 279
232, -365, 284
254, -356, 359
280, -337, 416
273, -351, 396
222, -396, 400
190, -457, 432
187, -457, 523
187, -457, 523
189, -431, 598
154, -417, 611
152, -446, 599
132, -471, 717
105, -480, 797
54, -424, 790
32, -355, 764
32, -355, 764
60, -312, 852
109, -263, 979
114, -204, 1025
108, -146, 978
97, -125, 1015
55, -188, 1183
32, -238, 1165
32, -238, 1165
34, -267, 1100
80, -287, 1170
149, -230, 1368
170, -232, 1462
-,-,-
158, -342, 543
185, -343, 533
176, -335, 463
176, -335, 463
165, -382, 455
166, -430, 471
178, -424, 481
220, -418, 513
239, -425, 526
232, -459, 532
215, -471, 520
208, -492, 546
208, -492, 546
217, -484, 598
197, -472, 663
170, -451, 674
155, -425, 647
170, -394, 605
167, -420, 617
158, -366, 691
158, -366, 691
144, -335, 718
174, -270, 686
197, -271, 707
170, -305, 762
152, -320, 813
147, -349, 854
155, -337, 993
143, -337, 1076
143, -326, 1076
134, -308, 1116
152, -322, 1187
171, -334, 1261
-,-,-
169, -357, 522
182, -342, 524
172, -362, 526
200, -370, 482
210, -354, 436
217, -381, 422
217, -381, 422
213, -405, 422
232, -419, 395
247, -432, 437
259, -433, 455
257, -464, 446
239, -484, 449
207, -484, 479
218, -471, 506
218, -471, 506
234, -439, 564
260, -386, 552
256, -376, 497
245, -389, 491
215, -406, 567
149, -356, 620
108, -283, 687
108, -283, 687
110, -230, 751
94, -257, 876
76, -269, 965
51, -254, 983
37, -222, 1011
38, -186, 1103
38, -186, 1103
51, -208, 1185
47, -202, 1214
57, -214, 1269
107, -243, 1373
124, -241, 1492
-,-,-
178, -468, 550
170, -469, 486
170, -469, 486
175, -465, 501
165, -465, 488
160, -451, 471
178, -428, 447
202, -411, 453
218, -419, 455
228, -429, 464
228, -429, 464
235, -450, 438
238, -451, 435
229, -482, 443
230, -462, 463
228, -428, 459
211, -393, 417
211, -317, 394
177, -338, 448
177, -338, 448
138, -353, 479
112, -368, 500
102, -385, 606
74, -379, 780
66, -339, 832
13, -327, 883
13, -327, 883
-22, -364, 942
-19, -369, 1042
-1, -320, 1114
9, -274, 1240
13, -255, 1378
4, -311, 1460
4, -311, 1460
1, -323, 1456
7, -275, 1446
53, -226, 1475
-,-,-
177, -412, 607
177, -412, 607
163, -437, 547
166, -492, 530
168, -502, 513
182, -502, 503
194, -491, 510
233, -480, 518
261, -480, 505
261, -480, 505
277, -458, 480
259, -489, 502
218, -508, 525
193, -492, 527
188, -460, 565
198, -409, 618
187, -335, 617
187, -335, 617
193, -327, 529
182, -325, 544
171, -350, 566
153, -352, 566
134, -347, 580
151, -312, 622
146, -266, 721
125, -243, 861
125, -243, 861
64, -272, 881
21, -281, 877
12, -286, 949
13, -335, 1058
3, -386, 1198
3, -386, 1198
-23, -414, 1258
-38, -427, 1251
-,-,-
141, -392, 608
173, -386, 531
155, -408, 460
156, -453, 482
189, -477, 463
220, -488, 467
247, -477, 469
276, -482, 445
276, -482, 445
262, -505, 453
262, -490, 496
257, -482, 535
271, -461, 582
251, -461, 638
233, -454, 643
227, -445, 536
226, -448, 479
226, -448, 479
233, -427, 540
214, -390, 675
198, -342, 752
183, -310, 740
160, -357, 698
141, -364, 761
164, -299, 823
164, -299, 823
127, -265, 880
73, -283, 941
44, -307, 1029
51, -322, 1008
79, -254, 1047
-,-,-
169, -362, 490
189, -355, 475
198, -383, 425
208, -443, 396
222, -436, 415
248, -424, 439
269, -436, 449
269, -436, 449
284, -459, 468
285, -452, 511
289, -432, 516
261, -428, 506
252, -434, 536
258, -458, 572
280, -432, 631
280, -432, 631
263, -421, 600
234, -376, 546
218, -374, 502
242, -386, 558
243, -393, 648
205, -369, 766
164, -314, 822
122, -289, 875
122, -289, 875
88, -354, 848
48, -427, 805
4, -431, 828
-11, -331, 965
40, -214, 1186
40, -214, 1186
81, -181, 1248
85, -222, 1111
70, -252, 1063
76, -292, 1208
76, -277, 1379
69, -235, 1491
55, -204, 1602
-,-,-
151, -444, 518
177, -448, 546
175, -449, 489
175, -449, 489
193, -463, 480
213, -479, 471
225, -474, 492
246, -457, 481
255, -451, 481
243, -449, 507
238, -461, 524
239, -465, 542
239, -465, 542
221, -449, 568
208, -430, 576
183, -424, 569
199, -434, 511
234, -450, 519
261, -391, 560
235, -363, 595
235, -363, 595
190, -310, 685
143, -315, 733
100, -328, 736
89, -341, 792
87, -327, 867
64, -248, 962
64, -248, 962
30, -180, 1050
-1, -157, 1146
-23, -194, 1185
-20, -227, 1204
-20, -224, 1274
-29, -226, 1340
46, -180, 1423
69, -173, 1490
-,-,-
205, -416, 508
223, -438, 481
223, -438, 481
253, -437, 482
272, -446, 488
287, -430, 513
274, -441, 517
260, -424, 530
263, -425, 595
259, -422, 632
249, -404, 659
249, -404, 659
233, -379, 623
204, -400, 599
168, -439, 653
150, -427, 697
141, -378, 684
113, -353, 658
101, -359, 627
101, -359, 627
112, -351, 679
93, -344, 719
58, -281, 754
51, -193, 830
90, -128, 948
105, -116, 1010
111, -155, 976
111, -155, 976
105, -146, 1043
75, -116, 1167
53, -90, 1310
52, -118, 1390
80, -117, 1420
85, -72, 1520
87, -13, 1569
-,-,-
248, -369, 449
256, -387, 464
258, -394, 436
274, -428, 433
293, -442, 454
299, -450, 468
287, -453, 487
287, -453, 487
261, -471, 497
261, -471, 522
276, -437, 569
286, -408, 635
271, -398, 705
234, -412, 737
202, -417, 710
200, -408, 698
200, -408, 698
211, -376, 770
224, -328, 802
223, -291, 839
204, -277, 876
170, -256, 867
130, -257, 907
111, -254, 983
111, -254, 983
102, -204, 1021
120, -144, 983
111, -120, 991
81, -173, 1049
55, -214, 1080
49, -198, 1082
58, -150, 1079
116, -71, 1047
116, -71, 1047
157, -44, 1104
183, -10, 1148
189, -25, 1200
177, -37, 1296
146, -38, 1358
-,-,-
218, -411, 529
261, -400, 487
268, -424, 510
267, -425, 558
277, -417, 548
284, -405, 558
284, -405, 558
280, -391, 580
266, -396, 595
238, -391, 627
206, -379, 600
164, -353, 579
173, -321, 567
194, -319, 551
226, -289, 600
226, -289, 600
234, -268, 642
173, -268, 667
115, -284, 695
106, -282, 781
126, -275, 850
156, -230, 893
159, -169, 931
159, -169, 931
132, -120, 983
90, -159, 976
64, -215, 1003
33, -239, 1040
10, -191, 1082
6, -93, 1088
6, -93, 1088
34, -17, 1141
57, -12, 1238
62, -9, 1306
90, 14, 1349
90, 14, 1349
112, 56, 1319
-,-,-
245, -364, 457
275, -363, 442
278, -363, 435
293, -409, 416
287, -442, 439
258, -472, 480
233, -476, 508
207, -439, 546
207, -439, 546
224, -415, 602
215, -410, 667
208, -371, 713
191, -330, 660
148, -326, 609
146, -351, 625
149, -370, 721
155, -317, 771
155, -317, 771
141, -275, 791
108, -277, 805
97, -280, 805
100, -296, 833
110, -285, 877
102, -253, 987
97, -186, 1014
97, -186, 1014
107, -143, 1039
100, -122, 1136
94, -114, 1219
52, -121, 1248
48, -98, 1254
100, -24, 1275
126, 45, 1271
-,-,-
191, -331, 554
214, -274, 531
202, -316, 466
200, -373, 424
201, -396, 497
201, -396, 497
215, -408, 514
234, -379, 521
261, -385, 540
270, -397, 556
257, -407, 586
221, -446, 612
175, -456, 647
175, -456, 692
135, -423, 692
144, -408, 751
162, -378, 801
198, -335, 765
227, -287, 700
237, -262, 686
233, -249, 693
190, -268, 724
190, -268, 724
153, -264, 756
141, -243, 792
120, -215, 792
90, -207, 792
93, -192, 807
97, -192, 848
97, -192, 848
68, -168, 965
36, -162, 1075
17, -102, 1226
14, 5, 1265
48, 73, 1244
48, 73, 1244
75, 66, 1271
90, 64, 1350
78, 72, 1369
78, 72, 1369
73, 81, 1398
46, 33, 1366
-,-,-
136, -300, 649
164, -308, 642
164, -308, 642
165, -317, 614
182, -334, 570
210, -353, 539
225, -356, 550
233, -353, 564
250, -360, 568
271, -361, 566
273, -352, 590
273, -352, 590
262, -338, 643
229, -327, 662
190, -347, 663
176, -354, 690
186, -341, 699
170, -306, 636
162, -259, 617
162, -259, 617
144, -256, 623
134, -228, 654
153, -177, 708
145, -150, 711
97, -152, 691
61, -158, 745
63, -122, 856
63, -122, 856
81, -67, 926
83, 44, 989
66, 115, 1057
65, 148, 1081
65, 148, 1081
51, 103, 1144
-5, 53, 1273
-38, 13, 1357
-51, 40, 1458
-51, 40, 1458
-19, 119, 1500
-,-,-
139, -386, 548
187, -349, 558
203, -319, 526
203, -319, 526
204, -301, 521
224, -293, 529
211, -336, 549
213, -361, 525
233, -360, 555
263, -332, 586
277, -351, 634
277, -351, 661
264, -355, 661
235, -374, 672
213, -371, 708
188, -350, 681
170, -328, 638
228, -303, 621
249, -294, 737
213, -306, 755
213, -306, 755
153, -307, 670
142, -297, 622
159, -281, 700
160, -201, 796
129, -160, 797
88, -113, 750
74, -98, 814
74, -98, 814
